gene,DEMO_CELL_001,DEMO_CELL_002,DEMO_CELL_003,DEMO_CELL_004,DEMO_CELL_005,DEMO_CELL_006,DEMO_CELL_007,DEMO_CELL_008,DEMO_CELL_009,DEMO_CELL_010,DEMO_CELL_011,DEMO_CELL_012,DEMO_CELL_013,DEMO_CELL_014,DEMO_CELL_015,DEMO_CELL_016,DEMO_CELL_017,DEMO_CELL_018,DEMO_CELL_019,DEMO_CELL_020,DEMO_CELL_021,DEMO_CELL_022,DEMO_CELL_023,DEMO_CELL_024,DEMO_CELL_025,DEMO_CELL_026,DEMO_CELL_027,DEMO_CELL_028,DEMO_CELL_029,DEMO_CELL_030,DEMO_CELL_031,DEMO_CELL_032,DEMO_CELL_033,DEMO_CELL_034,DEMO_CELL_035,DEMO_CELL_036,DEMO_CELL_037,DEMO_CELL_038,DEMO_CELL_039,DEMO_CELL_040,DEMO_CELL_041,DEMO_CELL_042,DEMO_CELL_043,DEMO_CELL_044,DEMO_CELL_045,DEMO_CELL_046,DEMO_CELL_047,DEMO_CELL_048,DEMO_CELL_049,DEMO_CELL_050,DEMO_CELL_051,DEMO_CELL_052,DEMO_CELL_053,DEMO_CELL_054,DEMO_CELL_055,DEMO_CELL_056,DEMO_CELL_057,DEMO_CELL_058,DEMO_CELL_059,DEMO_CELL_060,DEMO_CELL_061,DEMO_CELL_062,DEMO_CELL_063,DEMO_CELL_064,DEMO_CELL_065,DEMO_CELL_066,DEMO_CELL_067,DEMO_CELL_068,DEMO_CELL_069,DEMO_CELL_070,DEMO_CELL_071,DEMO_CELL_072,DEMO_CELL_073,DEMO_CELL_074,DEMO_CELL_075,DEMO_CELL_076,DEMO_CELL_077,DEMO_CELL_078,DEMO_CELL_079,DEMO_CELL_080,DEMO_CELL_081,DEMO_CELL_082,DEMO_CELL_083,DEMO_CELL_084,DEMO_CELL_085,DEMO_CELL_086,DEMO_CELL_087,DEMO_CELL_088,DEMO_CELL_089,DEMO_CELL_090,DEMO_CELL_091,DEMO_CELL_092,DEMO_CELL_093,DEMO_CELL_094,DEMO_CELL_095,DEMO_CELL_096,DEMO_CELL_097,DEMO_CELL_098,DEMO_CELL_099,DEMO_CELL_100,DEMO_CELL_101,DEMO_CELL_102,DEMO_CELL_103,DEMO_CELL_104,DEMO_CELL_105,DEMO_CELL_106,DEMO_CELL_107,DEMO_CELL_108,DEMO_CELL_109,DEMO_CELL_110,DEMO_CELL_111,DEMO_CELL_112,DEMO_CELL_113,DEMO_CELL_114,DEMO_CELL_115,DEMO_CELL_116,DEMO_CELL_117,DEMO_CELL_118,DEMO_CELL_119,DEMO_CELL_120
SIMGENE0246,4,1,3,2,7,1,1,2,1,1,3,6,1,3,0,5,3,5,1,1,1,1,1,2,1,1,1,2,1,1,4,4,2,2,1,1,3,3,1,1,2,6,2,1,7,2,4,3,4,3,1,1,7,11,3,4,2,5,6,6,1,1,4,2,2,7,2,3,3,2,2,2,3,1,1,0,4,2,2,6,1,1,3,1,1,2,2,2,3,3,1,2,0,4,1,1,3,1,2,0,3,5,5,2,4,3,2,4,3,5,4,2,6,2,1,2,2,4,2,1
SIMGENE0247,10,14,6,13,11,6,6,3,9,6,23,20,5,1,8,6,4,1,16,6,17,14,29,14,23,14,20,23,15,4,9,9,9,11,4,5,11,15,5,6,28,8,13,6,4,18,24,13,22,6,15,13,27,5,13,29,17,33,12,3,6,10,5,21,9,14,10,3,1,51,12,15,19,3,12,11,4,11,15,10,13,49,6,19,21,1,18,6,2,7,27,6,3,13,5,6,10,1,29,12,9,20,4,16,10,16,27,10,7,18,6,1,3,27,22,19,20,4,7,32
SIMGENE0248,20,15,18,20,8,25,8,12,2,3,20,38,8,11,20,22,18,6,16,12,25,8,5,11,9,16,13,28,5,26,11,31,6,32,6,4,20,14,5,18,9,14,13,11,10,3,8,19,32,2,23,12,10,40,33,4,6,8,3,12,7,24,4,11,9,5,43,1,10,15,4,2,4,5,4,9,11,20,5,15,9,28,42,7,12,22,9,14,2,11,73,9,15,19,7,4,12,5,16,7,15,8,6,11,3,2,9,2,11,8,4,11,10,11,15,16,12,15,33,13
SIMGENE0249,6,13,3,5,1,5,2,0,4,2,1,5,4,2,4,3,5,2,12,3,3,3,1,8,16,24,9,5,1,10,6,4,2,6,9,3,9,4,7,12,6,12,2,1,5,14,10,6,7,6,6,10,8,0,5,5,4,5,6,8,8,8,1,5,1,3,5,7,17,5,5,4,3,6,2,6,5,16,2,5,4,3,2,2,4,4,4,4,7,7,0,7,4,13,3,0,4,4,3,4,1,10,3,5,12,5,6,4,2,3,2,5,5,2,3,6,13,14,4,12
SIMGENE0250,2,10,6,12,1,9,11,7,3,4,5,11,18,5,3,3,3,9,1,12,3,3,1,3,3,2,6,1,4,6,2,4,1,8,1,2,2,2,2,3,4,5,4,2,0,2,6,9,2,1,7,2,4,6,8,4,6,2,9,1,1,1,5,20,8,4,1,8,5,6,5,7,1,6,3,3,2,8,10,5,6,10,4,3,3,6,4,5,1,7,9,3,2,1,6,1,1,2,5,2,0,4,5,9,6,1,10,7,1,2,4,5,8,13,4,3,11,1,6,7
SIMGENE0251,6,10,1,9,26,19,25,12,20,21,4,8,23,10,9,2,15,16,11,4,12,11,2,19,2,16,9,6,19,33,7,17,27,8,6,3,22,21,26,3,5,6,2,4,10,15,8,12,8,10,12,7,16,3,16,12,4,9,4,8,19,6,4,7,29,6,6,6,24,24,8,5,9,8,15,11,14,7,4,8,22,10,4,4,3,4,11,3,11,31,9,17,2,15,6,4,13,18,13,6,13,21,12,3,2,7,21,7,8,6,29,7,13,2,12,41,23,2,32,5
SIMGENE0252,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,2,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,2,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,2,0,0,1,0
SIMGENE0253,12,7,5,3,11,10,10,6,1,2,13,14,10,27,21,1,4,11,1,16,3,9,14,10,13,1,3,5,7,4,6,6,20,15,6,4,5,4,3,3,13,5,25,17,11,11,14,0,8,6,3,7,3,2,3,1,6,12,2,5,5,5,10,7,5,1,10,13,6,6,15,10,17,14,19,2,12,13,15,3,15,20,13,4,6,1,7,28,4,9,4,5,4,5,7,5,10,5,7,9,7,7,22,23,8,9,5,8,17,14,10,11,2,3,17,19,3,9,1,11
SIMGENE0254,2,1,2,0,3,3,0,4,3,1,1,1,2,0,2,3,1,3,4,0,2,2,1,1,0,2,1,0,2,1,1,2,2,1,2,1,2,1,3,3,2,1,0,0,0,2,1,2,1,1,3,1,0,1,2,0,1,1,1,1,0,1,2,0,0,0,2,2,2,2,0,0,1,1,0,1,0,1,1,2,0,2,0,1,1,1,1,1,2,0,1,1,1,1,1,2,2,5,1,1,2,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,2,2,1,2
SIMGENE0255,11,8,19,9,20,22,24,15,13,4,25,23,17,6,14,18,21,12,7,5,4,8,2,12,13,17,15,14,2,9,18,9,20,19,4,8,21,6,16,14,7,17,14,6,7,15,17,2,4,10,4,13,18,10,10,15,15,1,3,3,6,23,26,8,8,16,6,14,7,5,23,42,23,22,14,29,3,20,4,13,13,13,14,13,4,9,2,27,7,7,34,3,11,9,5,3,7,12,14,7,6,11,21,34,3,17,12,10,4,5,3,2,3,24,29,11,5,2,10,8
SIMGENE0256,3,4,9,8,4,5,4,7,9,33,4,4,2,20,10,5,7,9,16,26,5,11,33,8,13,4,8,11,4,15,10,17,7,18,23,25,12,7,13,9,10,1,7,11,11,6,4,3,10,4,2,3,2,1,6,1,3,9,1,6,6,13,4,4,8,13,12,5,4,13,9,10,13,4,11,6,2,7,2,10,3,6,4,6,10,2,3,17,5,11,10,22,8,24,4,2,6,4,17,7,14,6,20,27,9,3,2,15,5,3,4,18,4,4,26,5,6,5,3,5
SIMGENE0257,18,3,4,2,4,8,18,3,10,11,5,6,11,18,2,7,6,1,3,5,1,1,2,3,9,2,3,8,7,1,6,2,1,9,1,1,1,7,3,4,9,4,2,1,2,2,12,3,3,4,2,2,5,3,1,4,2,1,2,0,9,5,4,10,5,2,10,13,1,2,24,7,5,21,6,5,5,6,8,7,1,2,11,6,2,6,1,13,1,8,7,4,3,9,1,8,2,4,3,4,3,9,4,6,4,9,5,6,2,8,3,9,7,3,2,2,6,1,8,10
SIMGENE0258,7,3,6,11,1,5,7,5,15,12,3,4,1,5,2,6,3,8,10,7,10,1,3,0,5,2,3,7,7,0,7,5,14,3,2,4,4,8,5,11,11,6,2,3,9,2,1,14,1,4,9,0,13,9,4,17,6,2,3,6,12,14,3,17,2,7,8,7,3,5,15,3,7,3,5,3,6,12,5,2,1,0,17,1,1,15,3,17,1,3,14,5,16,8,3,4,3,3,13,18,10,9,6,3,7,4,5,5,3,9,8,1,8,3,7,5,4,3,12,2
SIMGENE0259,1,2,0,1,0,1,1,0,0,0,2,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
SIMGENE0260,5,1,3,4,2,13,4,4,1,21,25,19,7,11,2,1,3,4,12,8,3,12,3,3,5,8,3,13,10,6,2,9,5,2,3,4,3,13,7,16,2,14,1,3,7,15,8,6,7,10,12,8,1,3,1,12,7,10,1,12,10,10,15,2,0,12,15,9,5,4,11,2,4,6,3,18,11,1,10,2,17,15,4,14,4,4,5,18,6,3,7,8,6,3,11,12,5,2,6,14,3,9,2,8,10,4,7,7,5,5,6,5,24,2,2,5,8,2,19,11
SIMGENE0261,4,2,4,1,3,5,1,5,2,2,1,3,1,3,2,2,0,5,2,1,5,2,4,1,2,3,3,8,2,1,1,1,2,0,3,3,6,1,0,1,4,2,1,1,3,1,0,1,2,1,0,2,1,1,1,6,2,0,1,1,3,1,2,8,5,2,2,1,1,1,1,3,1,1,3,2,1,1,2,3,1,2,2,4,1,3,0,2,3,1,1,2,2,3,1,0,2,4,2,4,3,1,2,5,1,1,1,1,4,3,0,1,6,2,0,1,1,1,2,2
SIMGENE0262,3,6,1,7,2,5,7,5,14,4,1,1,5,8,2,2,4,7,3,5,4,2,18,3,4,1,7,18,4,6,19,5,6,4,3,10,2,4,3,3,3,10,4,3,5,5,5,7,3,8,7,4,7,3,5,1,11,3,6,7,3,9,10,7,4,1,1,6,10,8,7,8,2,4,2,6,2,6,2,11,4,8,14,6,4,2,2,5,5,1,2,4,4,11,9,6,2,4,2,7,6,2,4,6,11,4,12,13,3,19,11,15,10,10,18,11,0,6,7,5
SIMGENE0263,3,6,5,6,2,4,3,5,5,3,7,5,14,2,3,9,5,7,1,2,22,6,7,7,6,5,13,7,9,3,13,4,19,3,15,5,3,11,14,18,1,7,10,8,11,6,3,11,6,6,4,9,2,17,5,4,8,3,3,11,4,4,17,2,3,3,7,11,3,11,8,9,2,3,11,2,6,3,8,6,12,12,5,3,3,1,2,15,5,9,3,10,1,3,7,9,7,7,2,3,2,5,9,8,17,11,9,16,9,6,3,12,5,16,1,1,3,9,14,3
SIMGENE0264,10,4,3,23,20,4,2,4,4,4,5,16,7,6,10,9,3,2,6,15,3,3,16,29,14,2,8,5,2,11,5,13,6,3,12,9,4,18,8,14,23,3,7,2,2,13,16,2,27,13,8,12,13,7,8,12,15,2,5,14,6,1,11,5,6,7,8,6,3,11,11,11,6,20,22,22,5,4,12,9,31,4,10,15,14,13,19,13,8,13,23,11,14,3,10,15,23,21,18,9,13,0,14,35,11,18,14,12,13,15,21,7,8,19,21,43,34,9,2,14
SIMGENE0265,18,18,13,3,3,1,3,10,3,2,6,2,12,7,6,20,2,5,8,4,9,20,2,5,7,2,7,15,5,5,12,4,1,2,5,8,7,2,4,3,3,6,3,10,0,10,4,5,3,2,6,6,9,4,7,1,2,1,4,3,7,37,12,3,13,5,11,3,13,2,26,5,4,3,15,8,6,8,9,3,1,22,5,2,7,6,2,9,3,13,2,20,6,20,6,11,33,16,7,36,10,3,2,17,6,4,20,12,1,2,7,12,7,6,9,6,8,5,18,3
SIMGENE0266,4,2,8,3,1,5,1,2,2,2,0,3,1,3,1,0,1,2,2,1,3,1,2,5,1,1,4,1,1,5,1,1,2,1,1,5,4,2,3,2,0,1,1,1,4,2,1,2,2,0,3,0,2,1,1,0,1,1,2,1,0,2,2,1,1,0,2,4,3,0,1,0,0,2,3,4,2,0,1,3,0,2,0,1,2,1,3,2,2,4,7,2,2,0,5,1,0,1,1,3,6,1,4,1,2,2,1,2,1,2,1,2,1,3,1,1,6,2,2,1
SIMGENE0267,2,3,1,2,3,5,5,7,7,4,5,2,1,2,4,2,3,1,0,1,11,1,12,3,4,5,9,11,2,8,3,4,10,2,7,4,7,1,10,4,4,7,2,7,2,1,4,4,2,1,2,1,1,5,7,11,0,7,7,1,2,3,6,4,2,1,2,1,7,1,3,5,2,2,1,2,2,4,2,2,3,4,1,1,3,3,3,6,1,4,3,3,3,2,2,2,7,2,7,3,2,1,8,13,7,6,2,14,3,5,22,9,4,3,3,7,1,9,15,27
SIMGENE0268,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,2,1,0,1,1,1,0,1,1,2,1,2,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1
SIMGENE0269,4,6,2,4,14,9,4,8,3,6,9,2,11,3,1,11,3,2,2,12,2,2,6,5,2,5,7,4,3,4,3,15,4,3,1,6,13,3,6,4,9,4,12,1,2,2,4,5,1,2,1,3,4,4,6,3,2,3,5,4,1,2,7,3,2,9,1,4,4,6,1,2,4,3,3,5,6,5,3,2,6,4,6,4,4,19,0,1,1,4,9,4,4,7,3,2,2,5,2,2,5,3,2,9,5,4,5,7,3,9,4,5,3,7,7,4,1,2,5,9
SIMGENE0270,1,5,6,2,3,6,6,7,2,2,1,8,2,10,4,5,10,2,10,0,7,2,19,6,9,4,19,12,11,4,20,9,5,5,21,4,16,10,5,5,6,7,2,7,5,10,3,3,6,16,8,0,11,17,1,5,6,8,5,5,2,2,12,2,9,6,3,2,6,9,5,4,4,10,7,2,2,4,6,8,3,10,10,10,2,2,1,16,3,8,6,3,5,2,5,5,7,5,16,2,5,14,7,3,2,2,4,5,9,17,13,8,11,8,5,9,1,10,15,1
SIMGENE0271,4,6,15,10,22,15,7,6,8,13,11,12,4,3,13,1,4,6,5,34,5,3,4,3,5,7,4,10,3,2,1,7,5,1,0,6,0,3,5,5,5,7,3,6,5,6,5,25,5,18,1,1,3,7,4,7,2,13,7,4,14,5,3,23,8,4,5,17,9,24,6,3,2,5,5,7,10,8,4,5,14,6,7,8,16,25,22,14,4,14,13,12,9,19,10,8,31,7,2,7,11,7,9,7,3,4,5,7,1,10,2,2,3,7,14,9,5,2,15,3
SIMGENE0272,5,5,6,7,3,4,4,3,7,2,4,6,3,1,4,13,11,1,13,7,4,6,5,5,1,1,0,3,2,5,5,2,3,13,8,9,4,9,2,1,1,3,2,3,2,2,2,6,2,2,3,1,3,5,4,1,8,2,2,0,3,5,1,2,5,7,0,1,3,5,1,2,3,1,9,4,3,2,5,2,8,8,3,3,3,0,5,12,4,5,7,9,4,1,2,2,8,1,13,7,1,1,3,3,2,3,3,4,3,2,1,3,5,4,4,3,3,2,0,2
SIMGENE0273,11,4,5,3,4,5,5,2,4,4,2,1,5,3,2,3,7,0,2,2,2,3,1,2,2,1,1,5,0,3,2,2,5,5,2,4,2,1,2,2,3,5,4,12,4,3,1,17,1,2,6,1,3,2,1,4,1,7,8,4,3,5,8,4,3,4,4,0,6,0,2,4,9,2,1,3,5,1,6,1,1,6,4,2,1,1,3,10,0,17,1,8,2,10,1,7,4,5,8,2,1,2,3,3,2,4,1,1,7,7,3,2,1,13,2,2,5,4,4,4
SIMGENE0274,2,2,1,0,2,2,1,3,2,1,2,1,1,0,3,0,1,0,5,1,1,1,1,1,3,1,1,0,2,4,1,2,1,2,1,3,1,1,1,2,1,1,1,1,2,2,1,1,0,0,2,0,1,3,1,2,1,1,1,2,2,1,1,2,1,2,0,2,1,0,2,1,1,1,2,1,0,1,1,1,1,0,1,3,1,0,4,2,1,1,1,1,1,3,1,0,2,2,5,1,1,1,1,1,0,0,1,2,4,1,0,0,1,0,1,1,2,0,1,0
SIMGENE0275,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,2,1,2,0,0,1,1,0,1,1,0,1,1,2,0,1,0,1,0,1,1,2,1,0,1,1,1,1,1,0,1,1,0,0,2,2,0,1,0,0,1,0,3,1,0,1,1,0,0,1,0,0,3,1,1,1,1,1,2,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,2,1,0,1,0,1,1,0,2,1,1,0,1,1,0,1
SIMGENE0276,22,10,12,9,12,4,4,9,6,20,9,3,7,20,11,17,6,11,5,15,7,17,2,11,5,8,9,6,9,6,21,8,16,16,22,2,4,15,19,9,2,6,10,2,10,4,2,7,14,6,11,7,11,2,3,7,17,6,3,15,6,18,13,7,19,7,4,8,4,21,13,6,2,3,4,20,2,16,13,8,8,9,7,11,4,8,22,20,3,7,2,9,14,7,8,6,14,3,5,7,4,4,5,36,3,18,5,11,5,13,14,11,4,13,11,9,7,4,6,3
SIMGENE0277,3,3,2,2,2,0,1,1,3,1,0,1,1,4,3,1,1,1,1,2,1,1,0,0,2,3,3,1,1,0,1,2,2,2,1,2,1,0,2,4,1,2,0,1,0,4,3,1,1,1,2,2,0,2,2,2,1,1,1,3,1,1,1,1,1,0,4,1,3,2,2,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,0,0,2,1,3,1,3,0,1,1,1,1,1,2,1,1,0,1,1,3,2,1,0,2,2,1,2,3,0,0,4,2,1,3
SIMGENE0278,6,5,2,3,4,2,9,2,9,4,4,2,6,1,0,7,4,2,1,6,5,19,6,10,4,6,4,3,3,7,1,5,4,5,4,1,2,6,4,2,6,3,7,5,5,9,2,4,10,9,5,1,1,6,4,4,2,2,10,1,4,4,1,4,7,2,3,4,5,11,3,1,5,1,8,5,2,5,5,10,4,3,5,6,17,4,6,14,9,11,3,12,2,2,4,13,4,6,5,7,4,0,0,10,17,3,1,6,6,5,1,2,13,6,8,11,4,1,7,3
SIMGENE0279,8,15,3,4,4,4,8,9,6,1,1,5,6,7,7,12,12,10,7,5,8,7,4,10,4,2,0,1,12,1,4,5,2,2,1,3,7,10,3,2,1,3,1,6,2,5,5,4,4,1,3,4,2,5,6,2,1,5,1,2,1,4,8,7,6,4,16,17,4,3,3,4,22,3,12,8,8,6,19,7,11,4,3,3,4,4,4,5,8,10,13,30,4,3,6,11,16,13,6,9,1,5,2,3,17,2,6,5,15,10,2,2,3,4,6,3,7,7,6,5
SIMGENE0280,19,20,0,8,5,9,9,20,7,4,5,14,8,7,5,5,6,15,6,9,8,1,6,4,7,6,5,7,10,4,5,6,3,6,5,8,20,5,10,5,10,2,4,14,5,18,2,6,9,15,1,1,4,2,2,6,21,1,9,4,8,7,12,2,23,8,10,9,2,7,11,4,29,2,13,3,10,14,11,4,10,11,24,15,8,14,8,3,1,4,5,3,13,1,10,12,7,23,16,11,25,20,24,10,11,7,3,6,10,3,8,7,4,1,3,6,9,10,9,2
SIMGENE0281,5,2,6,7,1,6,4,20,2,4,11,2,3,3,2,9,4,2,2,5,4,1,7,8,5,4,4,5,9,3,12,3,11,2,13,5,4,5,4,7,7,12,4,4,2,15,1,8,30,21,0,2,10,11,4,11,6,3,1,4,3,4,11,4,12,11,6,6,11,4,6,4,10,3,1,6,2,9,8,4,6,5,8,2,11,1,6,12,11,8,11,13,11,9,13,3,17,5,11,5,8,2,16,7,3,11,3,7,17,4,7,5,10,9,6,1,4,9,23,10
SIMGENE0282,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,3,2,0,1,0,1,1,0,0,1,2,2,1,1,0,0,1,0,2,2,1,2,0,0,0,0,1,1,1,1,2,2,0,2,1,2,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,2,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1
SIMGENE0283,3,2,5,2,3,3,2,10,6,2,1,5,0,14,1,9,4,5,8,1,2,4,1,1,2,5,3,8,0,3,9,0,4,2,3,15,2,1,6,2,4,3,7,5,3,6,1,4,1,4,4,6,22,5,4,6,6,1,5,6,4,7,3,7,12,4,5,4,9,2,4,2,6,10,3,4,9,4,3,17,5,2,3,4,3,4,1,1,5,1,9,2,2,4,3,9,1,7,2,5,4,1,2,6,3,3,10,3,2,5,6,2,1,2,5,2,3,5,5,4
SIMGENE0284,14,10,6,22,8,16,11,3,11,6,13,0,17,22,30,19,4,14,8,33,4,27,19,5,13,8,12,18,5,11,20,22,10,34,42,12,4,5,12,15,18,17,14,16,2,22,13,7,46,6,17,14,21,44,24,4,7,15,16,9,9,2,3,3,2,16,12,4,10,6,6,4,4,10,3,12,9,5,1,6,18,2,9,2,6,18,10,5,9,9,3,8,15,10,2,2,18,13,9,7,11,18,10,9,31,1,5,7,8,13,33,11,24,8,30,18,10,18,4,15
SIMGENE0285,3,7,0,1,4,3,2,5,1,3,1,2,8,1,7,2,1,4,5,4,2,2,2,1,4,3,3,1,4,3,6,6,5,4,11,0,1,0,10,3,1,9,2,2,3,6,2,0,4,1,1,2,1,13,1,3,3,8,4,1,1,3,3,4,4,7,10,7,5,5,2,4,5,4,3,5,0,4,9,3,2,4,6,3,5,4,2,3,2,4,7,3,1,2,12,4,4,5,3,1,8,3,11,8,3,2,4,2,2,3,2,5,6,6,10,4,1,2,4,3
SIMGENE0286,17,11,2,16,8,5,8,13,15,15,1,10,5,1,31,4,5,17,4,11,1,2,3,5,13,12,10,12,5,6,11,3,3,15,3,17,5,8,9,7,8,19,4,6,19,15,7,1,13,8,6,11,3,4,3,13,8,10,15,3,5,1,5,4,6,3,6,6,12,2,9,2,4,6,10,6,7,6,9,4,5,4,6,7,6,6,5,3,5,11,8,2,3,16,3,10,0,4,1,9,4,10,9,3,21,3,11,5,6,13,15,6,8,18,6,16,5,8,3,8
SIMGENE0287,4,1,4,5,7,9,5,13,4,7,7,7,10,1,6,3,2,9,5,7,3,7,1,4,1,14,1,3,9,4,12,11,4,18,6,5,13,3,8,4,1,6,13,9,10,7,9,9,2,4,10,6,12,6,8,23,14,14,16,29,8,9,18,9,8,10,6,6,4,1,9,12,5,6,4,5,8,5,6,6,10,1,10,4,11,4,2,21,2,10,5,5,1,21,13,4,14,5,9,7,2,2,3,2,6,0,3,7,2,11,19,7,7,0,6,7,6,2,4,4
SIMGENE0288,7,21,19,6,3,17,9,3,12,5,17,5,14,1,2,2,3,17,14,5,7,5,2,9,5,4,10,4,4,18,6,11,1,2,6,6,10,3,9,5,5,10,26,6,2,6,11,3,18,15,12,1,5,2,3,11,9,7,5,27,11,10,17,6,43,8,9,18,13,6,13,26,2,10,18,20,23,21,5,3,33,21,15,3,27,19,6,13,4,9,3,3,34,28,13,4,4,5,19,16,7,4,11,8,10,3,7,11,6,5,6,10,4,7,3,8,9,8,11,6
SIMGENE0289,2,6,1,4,10,6,3,7,2,4,1,12,1,8,9,8,6,2,4,18,5,6,6,7,7,10,7,5,5,9,9,8,10,3,6,2,10,6,2,2,1,5,11,4,4,1,6,5,3,3,0,7,14,12,4,3,2,8,5,3,3,10,4,2,4,4,2,4,12,3,2,6,1,7,1,3,4,4,1,4,3,3,3,11,0,3,10,2,5,2,4,3,1,3,4,5,8,6,4,12,5,2,8,1,9,1,2,3,6,6,2,2,3,2,3,2,2,2,3,1
SIMGENE0290,5,5,4,3,2,12,2,2,9,7,8,3,2,3,7,4,5,6,7,5,1,12,4,2,4,3,2,5,1,12,1,3,7,9,1,1,6,7,3,2,3,2,4,2,1,4,3,1,3,4,4,4,4,3,1,2,3,7,1,2,9,4,5,2,9,15,2,4,3,12,18,7,9,4,12,7,7,17,5,5,4,7,4,5,3,5,1,6,2,3,2,8,11,7,5,7,0,5,3,6,4,2,5,0,15,11,3,4,2,8,3,8,4,7,1,5,5,2,6,2
SIMGENE0291,3,2,5,21,16,4,8,13,11,15,7,6,6,18,5,12,5,4,2,6,9,5,20,3,4,5,8,17,2,3,5,4,4,12,2,6,2,12,4,2,4,4,5,1,6,10,3,2,10,6,1,1,6,4,2,17,6,4,9,6,13,8,3,13,9,5,7,1,6,5,16,5,3,11,18,1,4,2,19,16,3,14,8,14,7,1,3,2,11,1,30,8,6,7,1,0,3,1,2,16,4,11,2,7,5,12,3,2,6,7,2,8,4,2,2,5,13,4,2,12
SIMGENE0292,4,4,9,3,6,7,2,8,4,6,3,4,3,5,4,5,6,4,4,11,2,1,3,10,5,18,6,9,21,8,16,5,8,2,6,8,10,10,17,10,10,3,3,16,0,1,6,8,4,3,4,4,7,4,9,2,14,3,10,8,5,9,14,11,10,8,3,7,7,11,10,15,1,8,10,15,11,2,10,6,2,1,8,2,3,4,6,4,1,7,2,1,4,10,6,1,3,4,1,5,5,4,1,4,7,9,9,8,16,7,4,3,11,5,12,2,1,6,2,4
SIMGENE0293,7,3,3,1,5,4,7,2,1,6,1,6,1,11,3,2,5,4,4,3,11,1,5,3,6,3,2,5,6,12,1,1,1,6,8,1,2,5,2,4,3,5,1,3,3,2,2,1,3,1,1,1,4,4,1,8,6,2,7,3,2,5,3,2,9,6,2,1,1,7,3,10,3,2,2,13,3,7,5,2,3,7,7,2,3,5,4,2,2,22,1,4,5,15,9,5,4,15,17,8,2,5,1,3,3,10,2,7,2,9,1,2,5,7,0,9,6,2,5,10
SIMGENE0294,2,5,2,1,4,3,3,7,8,2,1,3,1,8,1,3,2,7,4,2,10,5,7,8,1,6,8,2,5,1,2,4,8,0,4,3,2,4,4,10,1,6,4,5,9,4,25,13,2,6,8,6,2,5,2,4,2,0,2,3,12,11,11,11,6,10,5,6,4,20,8,7,4,5,15,20,2,22,17,1,5,2,1,6,4,6,1,5,6,4,9,5,6,2,2,8,2,1,8,5,1,6,5,5,11,3,5,6,1,6,7,2,5,7,2,1,2,3,4,11
SIMGENE0295,0,2,3,1,4,1,2,4,6,2,3,2,1,1,2,1,1,5,1,0,3,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,3,0,4,1,4,1,1,2,5,4,0,2,2,2,1,2,3,2,2,2,4,4,1,3,0,3,1,4,3,2,0,0,2,5,2,1,4,0,1,3,3,1,1,1,1,4,1,1,1,2,0,2,2,1,2,0,1,4,1,3,2,2,2,1,1,1,3,1,2,2,1,1,2,1,2,3,1,2,1,1,3,1
